,first_name,middle,last_name,date_of_birth,sex,race_ethnicity,address,zipcode,household_id,unique_id,age,relation_to_household_head
36905,Noah,Isaias,Salceda,2019-11-01,Male,Latino," chrystie st  fort lauderdale, fl",33308,15595,469,,
36963,Kynlee,Layan,Herreracruz,2018-02-04,Female,Latino,"1700 6th st nw  venice, fl",34275,15616,470,,
37013,Liam,Nathan,Brown,2018-04-02,Male,Black,"1104 sylvan lane  pensacola, fl",32526,15639,471,,
37120,Brielle,Stella,Migliaccio,2019-11-29,Female,Latino,"2188 kelby cir  fort pierce, fl",34982,15684,472,,
37196,Kyrie,Terry,Hinton,2020-03-17,Male,Black,"50 gannet court  altamonte springs, fl",32714,15713,473,,
37197,Lev,Gregorio,Williams,2019-08-11,Male,Black,"50 gannet court  altamonte springs, fl",32714,15713,474,,
37201,Jackson,Zachary,Beers,2016-06-23,Male,White,"105 oasis ct  lynn haven, fl",32404,15716,475,,
37235,Jeremiah,Erick,Lang,2016-08-22,Male,White,"3406 w florist ave  tampa, fl",33606,15732,476,,
37291,Liam,Joshua,Dawson,2019-09-12,Male,White,"331 greyson st  lehigh acres, fl",33971,15749,477,,
37311,Sarah,Margot,Fuhriman,2018-09-04,Female,White,"9750 south eggleston avenue  gainesville, fl",32608,15757,478,,
37469,Caroline,Brianna,Vargas,2020-02-14,Female,Latino,"5952 blossman rd  st. petersburg, fl",33711,15819,479,,
37629,Parker,Selim,Naranjo,2017-01-04,Male,Latino,"716 springloch ro  davie, fl",33328,15890,480,,
37653,Raelynn,Kyndall,Lee,2018-05-06,Female,Black,"192 brooks ln  tamarac, fl",33321,15899,481,,
37654,Luna,Adela,Smith,2018-05-23,Female,Black,"192 brooks ln  tamarac, fl",33321,15899,482,,
37683,Sylus,Kellan,Perez,2019-09-27,Male,Latino,"1500 n elm st  crestview, fl",32539,15913,483,,
37736,Chase,Tylan,Herrera Escabar,2017-08-07,Male,Latino,"377 lake amberleigh drive  dade city, fl",33523,15937,484,,
37879,Jack,Everett,Ramirez,2019-05-18,Male,Latino,"9093 robert  yalaha, fl",34715,15994,485,,
37926,Isaac,Gavin,Rios,2018-07-09,Male,Latino,"7800 sw sagert st  vero beach, fl",32960,16016,486,,
38016,Aurora,Briella,Chaves,2017-04-09,Female,Latino,"3717 ben creek ct  deltona, fl",32738,16058,487,,
38020,Abraham,Shaquille,Morgan,2019-10-17,Male,White,"35 wentz st  umatilla, fl",32702,16059,488,,
38189,James,Lucas,Byrd,2016-06-13,Male,White,"1113 e pontiac wy  alva, fl",33920,16142,489,,
38247,Javier,Wisdom,Samuels,2018-12-17,Male,Latino,"5848 pierce manse loop  fort myers, fl",33967,16168,490,,
38429,Avia,Abigail,Collins,2018-05-10,Female,White,"135 high street  umatilla, fl",32784,16243,491,,
38431,Jose,Rylen,Calderon,2018-05-15,Male,Latino,"135 high street  umatilla, fl",32784,16243,492,,
38467,Olivia,Magdalena,Bernier,2019-09-05,Female,Latino,"29668 big range rd  spring hill, fl",34606,16256,493,,
38481,Aliyah,Sarah,Rivera,2016-06-12,Female,Latino,"10317 se market drive  lehigh acres, fl",33972,16263,494,,
38542,Finley,Raegan,Tschoepe,2018-11-07,Female,White,"425 2nd st se  north fort myers, fl",33903,16290,495,,
38600,Khloe,Kyrie,Scott,2017-07-31,Female,White," fernbrook drive  hollywood, fl",33004,16316,496,,
38651,Grant,Lucas,Holt,2017-12-23,Male,Black,"10 wren dr  altamonte springs, fl",32714,16337,497,,
38675,Mya,Layla,Dominguez,2018-09-23,Female,Latino,"1075 w yale ave  riverview, fl",33579,16348,498,,
38738,Arya,Eleanor,Yee,2017-03-13,Female,Multiracial or Other,"108 boxford ct  unincorporated, fl",32703,16379,499,,
38897,James,Lucas,Dachel,2017-07-22,Male,White,"17 fox dr  pt charlotte, fl",33948,16445,500,,
38907,Aubrey,Sophia,Estrella,2017-02-25,Female,Latino,"555 lakewood  cp coral, fl",33914,16448,501,,
39315,Alexander,Kaiser,Estradalopez,2020-02-15,Male,Latino,"962 hwy 270  longwood, fl",32750,16623,502,,
39320,Israel,Lucas,Gutermuth,2019-06-12,Male,White,"7820 frances dr  fort myers, fl",33905,16624,503,,
39367,Aiden,Lucas,Mcdaniel,2019-12-27,Male,Black,"108 4th st s  largo, fl",33756,16644,504,,
39458,Reese,Jayden,Burns,2019-05-26,Male,Black,"502 bloomingdale dr  royal country, fl",33178,16683,505,,
39647,Tatiana,Kenzley,Gile,2019-11-19,Female,White,"5134 w fallen leaf ln  lehigh acres, fl",33973,16756,506,,
39732,Serenity,Izabella,Schneider,2016-12-20,Female,White,"369 greenfield rd  palm bay, fl",32907,16794,507,,
39772,Robert,Tristan,Henderson,2016-01-16,Male,White,"2579 south teddy avenue  jupiter, fl",33458,16813,508,,
39773,Tristan,Adrian,Simonds,2017-12-23,Male,White,"2579 south teddy avenue  jupiter, fl",33458,16813,509,,
39788,Christian,Christopher,Tanner,2018-09-29,Male,White,"2608 239th ave se  jacksonville, fl",32210,16820,510,,
39812,Taylin,James,Tumilty,2019-04-04,Male,White,"20607 fawn circle apt 1011 trapnell, fl",33565,16829,511,,
39931,Giovanni,Leonardo,Nixon,2017-06-07,Male,Black,"5526 e 100 n  spring hill, fl",34609,16881,512,,
39936,Brantley,Arthur,Warner,2019-09-17,Male,White,"10025 woodland rdg w  pensacola, fl",32534,16883,513,,
39952,Emmanuel,John,Smith,2020-03-19,Male,Black,"158 idaho av  unincorporated, fl",32805,16891,514,,
39991,Leonardo,Julian,Dykes,2017-01-13,Male,White,"3 corte medici  lake land, fl",33813,16910,515,,
40070,Zoey,Vera,Melo,2019-11-23,Female,Latino,"17606 s ramsby rd  rockdale, fl",33185,16945,516,,
40282,Vivianna,Rebekah,Huskey,2020-03-10,Female,Black,"151-19 79 street  largo, fl",33773,17050,517,,
40644,Harper,Gabriella,Rosa,2018-05-07,Female,Latino,"2572 courthouse rd  bradenton, fl",34202,17196,518,,
40671,Juan,Roman,Chafin,2020-02-04,Male,White,"3773 us route 2  kissimmee, fl",34744,17205,519,,
40768,Sophie,Taylor,Ferry,2018-11-14,Female,White,"2369 nido aguila  melbourne, fl",32905,17248,520,,
40858,Ariana,Savannah,Laluna,2018-01-29,Female,White,"5106 harvey rd  bradenton, fl",34207,17286,521,,
40951,Victoria,Katalina,Morganti,2016-12-29,Female,White,"16511 hwy 392  palm spgs, fl",33461,17325,522,,
40984,Stella,Elliana,Toe,2018-12-03,Female,Black,"95 prospect st  largo, fl",33774,17339,523,,
41016,Brian,Nathan,Robles Duncan,2015-04-05,Male,Latino,"82551 cray mill dv  bradenton, fl",34202,17352,524,,
41037,Shiloh,Knox,Reed,2016-05-27,Male,Black,"1137 melby dve  dalhousie acres, fl",32776,17362,525,,
41038,Valentina,Aisha,Pack,2019-03-22,Female,Black,"1137 melby dve  dalhousie acres, fl",32776,17362,526,,
41114,Thea,Loralei,Stone,2018-09-28,Female,Multiracial or Other,"60-62 edgecliff road  alva, fl",33920,17389,527,,
41288,Arabella,Valeria,Mcnealey,2016-08-03,Female,Black,"16512 kingspointe lake ln  estero, fl",33928,17463,528,,
41357,Gabriella,Aria,Barnhart,2016-06-12,Female,White,"1528 s montgomery st  kendall, fl",33176,17497,529,,
41411,Alondra,Elisa,Morikawa,2015-08-06,Female,Asian,"533 columbia aven  hialeah, fl",33166,17519,530,,
41485,Elisa,Isabella,Millsaps,2016-09-19,Female,White,"16-18 pine street  tamarac, fl",33319,17548,531,,
41651,Ameer,Killian,Wages,2020-03-27,Male,White,"4791 lincoln newcastle highway  tamarac, fl",33321,17622,532,,
41669,Gracelyn,Julia,Betancourt-Aparicio,2017-02-25,Female,Latino,"5429 south street  osteen, fl",32764,17629,533,,
41706,Millie,Ansleigh,Chastain,2018-12-26,Female,White,"19303 solarzano st  jacksonville beach, fl",32250,17642,534,,
41733,James,Brycen,Haylock,2016-10-10,Male,Black,"501 west 78th street no 8 a kissimmee, fl",34744,17652,535,,
41780,Callie,Taytum,Abrego-Fernandez,2019-10-03,Female,Latino,"8222 devon  jacksonville, fl",32209,17667,536,,
41824,Reagan,Kaylynn,Guerrero,2019-12-27,Female,Asian,"19 howlands ln  cocoa beach, fl",32931,17685,537,,
42158,Harper,Elisa,Vara Johnson,2018-05-14,Female,Latino,"2358 abbey point  jacksonville, fl",32205,17828,538,,
42280,Clayton,Josef,Garcia,2017-04-06,Male,Latino,"13 eastman terrace  montura ranches, fl",33440,17866,539,,
42324,Gianna,Annalee,Yamashita,2019-07-26,Female,Multiracial or Other," w southside court  port orange, fl",32127,17883,540,,
42531,Leah,Elizabeth,Davis,2018-11-12,Female,White,"606 homeview ave  lakeland, fl",33801,17972,541,,
42686,Aiden,Dalton,Almanza,2020-03-01,Male,Latino,"4199 bay beach ln  tampa, fl",33611,18039,542,,
42771,Nicole,Ana,Nelson,2016-08-28,Female,White,"4164 hinsdale rd  pt saint lucie, fl",34953,18072,543,,
42847,Isabelle,Isabella,Garrett Valencia,2019-03-24,Female,Latino,"1122 florence avenue  sarasota, fl",34231,18101,544,,
42899,Ezra,Emmett,Lewis,2019-07-17,Male,Black,"2716 logmill rd  unincorporated, fl",33409,18118,545,,
43043,Mason,Gianni,Montague,2018-11-21,Male,White,"4589 sw masters loop  estero, fl",33928,18181,546,,
43049,Khloe,Eliana,Swanson,2017-03-14,Female,White,"2496 co rd 130  punta gorda, fl",33982,18184,547,,
43050,Evelyn,Naomi,Talbert,2019-04-01,Female,White,"2496 co rd 130  punta gorda, fl",33982,18184,548,,
43058,Lucas,Thiago,Guerrero,2019-09-16,Male,Latino,"500 charles avenue unit 522 fort lauderdale, fl",33308,18186,549,,
43066,Norah,Alessandra,Aguilar,2018-11-13,Female,Latino,"3809 206th pl ne  harbor palms, fl",34689,18190,550,,
43133,Sienna,Naomi,Terrazas,2019-12-02,Female,Latino,"3706 20 st s  temple terrace, fl",33559,18216,551,,
43211,Piper,Makayla,Mendez,2015-09-10,Female,Latino,"670 stolle ro  burnt store lakes, fl",33955,18251,552,,
43279,Bryson,Robert,Higgs,2018-10-26,Male,White,"897 w 100 s  pensacola, fl",32526,18285,553,,
43322,Isla,Lily,Ryder,2020-01-07,Female,White,"899 n. star road  longwood, fl",32779,18305,554,,
43389,Lauren,Ruby,Dutta,2019-11-09,Female,Asian,"6426 peacock blvd  unincorporated, fl",33415,18330,555,,
43436,Gabriel,James,Gomez,2018-09-30,Male,Latino,"2875 washington street  manalapan, fl",33462,18349,556,,
43574,Delilah,Everleigh,Avila,2018-07-09,Female,Latino,"4498 monona d  kissimmee, fl",34741,18413,557,,
43752,Paul,Roman,Ambriz,2018-09-16,Male,Latino,"101 s ocean dr  kissimmee, fl",34743,18478,558,,
43916,Aaliyah,Mia,Barber,2020-02-18,Female,White," nrth 24th street  orlando, fl",32829,18562,559,,
43970,Gabriel,Elias,Madrigal Mendoza,2017-01-29,Male,Latino,"444 thurston dr  saint johns, fl",32259,18584,560,,
44040,Bryson,Dominic,Mcneill,2020-02-26,Male,Black,"300 longview ct  fort lauderdale, fl",33316,18609,561,,
44093,Amari,Noah,Allen,2017-11-18,Male,White,"3211 royal knight cv  kendall, fl",33157,18631,562,,
44098,Gabrielle,Hailey,Reyna-Martin,2018-07-18,Female,Latino,"2025 san pablo av  fort myers, fl",33916,18633,563,,
44111,Samuel,Jacob,Gomez,2020-04-01,Male,Latino,"2881 sw 2 st  pensacola, fl",32526,18638,564,,
44114,Omar,Liam,Vizcarra,2019-12-19,Male,Latino,"704 jefferson street northeast  miramar, fl",33027,18639,565,,
44190,Lennox,Charles,Gaona,2020-02-05,Male,Latino,"11230 hinsley ln  belle glade, fl",33430,18672,566,,
44247,Rhett,Noah,Norton,2019-08-08,Male,White,"2813 nipomo ave  bonita spgs, fl",34134,18698,567,,
44561,Brayden,Noah,Gonzalez,2019-11-04,Male,Latino,"495 w michigan st  largo, fl",33760,18833,568,,
44634,John,Rhett,Boyte,2018-02-12,Male,White,"823 south 18th str  land-o-lakes, fl",34639,18866,569,,
44669,Rubi,Aubrey,Davidson,2015-12-09,Female,White,"519 7th street  dade city, fl",33525,18881,570,,
44670,David,Andrew,Panzarella,2019-09-25,Male,White,"519 7th street  dade city, fl",33525,18881,571,,
44720,Adonis,Noah,Kirby,2018-05-25,Male,Black,"2909 n osage st  deltona, fl",32738,18901,572,,
44863,Malani,Alaiah,Patterson,2018-08-25,Female,White,"22 blue bonnet dr se  jacksonville, fl",32209,18966,573,,
44880,Nora,Lyric,Wilson,2019-09-02,Female,Black,"17080 pheasant meadow ln sw  oakland-park, fl",33334,18974,574,,
44885,Isaiah,Simon,Jimenez,2018-06-13,Male,Latino,"745 hillview st  merritt island, fl",32952,18975,575,,
44920,Noah,Caleb,Freeman,2017-01-28,Male,White,"14415 lamar rd  jacksonville, fl",32217,18988,576,,
45021,Mariella,Madilyn,Solorzano,2020-01-15,Female,Latino,"290 lakeside drive  jacksonville, fl",32257,19027,577,,
45036,Layna,Grace,Pickering,2016-10-11,Female,White,"9 marthas road  altamonte spgs, fl",32701,19034,578,,
45088,Xavier,Connor,Medrano,2016-12-15,Male,Latino,"4015 satellite blvd  alva, fl",33920,19053,579,,
45344,Antonio,Karter,Mcknight,2019-08-14,Male,Black,"8006 rolling rd  kissimmee, fl",34741,19162,580,,
45388,Enzo,Diego,Alonzo,2019-11-11,Male,Latino,"401 s lake str  bradenton, fl",34209,19179,581,,
45405,Raelynn,Antonella,Wildman,2019-09-19,Female,White,"3329 carbonton rd  punta gorda, fl",33950,19186,582,,
45440,Evelyn,Remi,Brown,2020-01-19,Female,Black,"1227 n 482 rd  fort lauderdale, fl",33312,19199,583,,
45472,Sophie,Ariah,Dimery,2016-06-23,Female,Black,"92 merry farm r  longwood, fl",32779,19213,584,,
45709,Agustin,Christian,Tran,2016-09-30,Male,Asian,"2656 1 4 workman st  pensacola beach, fl",32561,19312,585,,
45736,Valerie,Ariella,Lerouge,2019-02-08,Female,Black,"187 wintergreen wy  fleming island, fl",32003,19325,586,,
45963,Noah,Jack,Dickson,2018-11-21,Male,White,"10529 w state highway t hwy  saint augustine, fl",32092,19421,587,,
45994,James,Edan,Delancey,2016-10-01,Male,Multiracial or Other,"111 kenton ct  spring hill, fl",34608,19433,588,,
46026,Isabella,Leilani,Baynton,2019-04-25,Female,White,"4847 duncan rd  palm bay, fl",32909,19447,589,,
46049,Damian,Jacob,Thompson,2018-04-18,Male,Multiracial or Other,"931 circle dr  hialeah, fl",33161,19456,590,,
46067,Joel,Aaron,Baker,2018-09-22,Male,Black,"47-09 157th street  tampa, fl",33612,19463,591,,
46147,Peyton,Ryan,Gamboa,2017-07-27,Male,Latino,"1661 olive st  fort lauderdale, fl",33316,19498,592,,
46159,Thea,Carsyn,Maxson,2019-05-28,Female,Multiracial or Other,"2306 evergreen avenue  cape coral, fl",33909,19502,593,,
46182,Abigail,Davina,Johnson,2019-05-03,Female,Black,"1601 e cherry ln  debary, fl",32713,19513,594,,
46208,Derek,Diego,Yu,2017-06-10,Male,Asian,"92 wagners road  jacksonville, fl",32219,19522,595,,
46294,Josue,Roger,Schwager,2015-04-12,Male,Multiracial or Other,"6514 park ave  jacksonville, fl",32211,19561,596,,
46326,Orlando,Christian,Lewis,2017-04-15,Male,White,"1225 lafayette ave  cape coral, fl",33991,19572,597,,
46456,Carter,Jose,Reveron,2017-03-11,Male,Black,"34 mayflower drive  jacksonville, fl",32206,19629,598,,
46478,Audriana,Autumn,Smith,2015-09-08,Female,White,"7680 automobile road  lakeland, fl",33812,19637,599,,
46531,Victor,Luca,Rugg,2019-07-28,Male,White,"22 clio avenue  lehigh acres, fl",33971,19662,600,,
46658,James,Aven,Walker,2017-11-09,Male,Black,"508 evans ave  jacksonville, fl",32224,19716,601,,
46742,Gabriela,Faith,Phifer,2019-12-20,Female,White,"215 b107 pelham rd  riviera beach, fl",33407,19758,602,,
46792,Josiah,Colton,Lind,2016-06-20,Male,Latino,"5283 grovemont dr  hialeah, fl",33166,19770,603,,
46793,Luis,Atlas,Rodriguez,2019-03-30,Male,Latino,"5283 grovemont dr  hialeah, fl",33166,19770,604,,
46828,Ruth,Emma,Kison,2019-04-08,Female,White,"7 ullswater lane apt number 490 miramar, fl",33023,19783,605,,
46973,Gabriella,Delilah,Kim,2019-03-19,Female,Asian,"181 butler raod  palm coast, fl",32137,19851,606,,
47079,Cosette,Kinsley,Germain,2015-04-06,Female,Multiracial or Other,"4110 castlegate  kissimmee, fl",34744,19895,607,,
47112,William,William,Bahm,2018-05-01,Male,Latino,"423 sullivan st  winter sprngs, fl",32708,19908,608,,
47138,Julian,Ayden,Caracas,2018-03-11,Male,Latino,"8891 breezy pnt blvd  jacksonville, fl",32223,19919,609,,
47227,Marcelo,Caleb,Bilka,2020-03-25,Male,White,"4229 s fulton pl  coconut creek, fl",33073,19953,610,,
47370,Allison,Ariana,Kirkeby,2019-01-02,Female,White,"337 crestview drive apt b 22 lk land, fl",33815,20011,611,,
47374,Roman,Malachi,Main,2019-01-07,Male,White,"1798 nw 34th st  deerfield beach, fl",33064,20012,612,,
47423,King,Judah,Foster,2019-08-24,Male,White,"13 e big sky pl  parrish, fl",34219,20030,613,,
47455,Aiden,Irving,Donaher,2019-07-06,Male,White,"10731 segrest dr  dade city, fl",33525,20042,614,,
47639,Samuel,Connor,Mcintosh,2015-04-12,Male,White,"666 auburn ave  sarasota, fl",34234,20123,615,,
47660,Samia,Nicole,Fleming,2015-09-17,Female,Black,"22035 figueroa st  st. petersburg, fl",33710,20130,616,,
47687,Jack,Theodore,Boykin,2017-08-08,Male,Black,"628 fountain st  lehigh acres, fl",33974,20142,617,,
47886,Austin,Harrison,Coates,2019-01-01,Male,Black,"313 plumvalley st  west palm beach, fl",33411,20228,618,,
47894,Sylvie,Lily,Smith,2016-05-19,Female,Black,"255 glenullen dr  jacksonville, fl",32216,20232,619,,
47980,Tyler,James,Boone,2015-04-15,Male,White,"36039 cabrillo dr  st augustine, fl",32086,20265,620,,
47983,William,Aiden,Hernandez Martinez,2019-04-28,Male,Latino,"311 s grand view st  poinciana, fl",34759,20266,621,,
47988,Monica,Kamryn,Bridges,2016-01-25,Female,Black,"1451 4 ave sw  palm lake trailer court, fl",33180,20267,622,,
48004,Liliana,Aliya,Baltazar,2018-08-10,Female,Latino,"230 426d roper mountain road ext  lehigh acres, fl",33971,20275,623,,
48073,Kamille,Grace,Bell Valle,2015-09-28,Female,Latino,"375 kingsport dr  lutz, fl",33613,20303,624,,
48125,Charles,Luis,Angulo,2020-02-15,Male,Latino,"5605 erie ave sw  titusville, fl",32780,20327,625,,
48136,Xavier,Matias,Ruiz,2019-08-21,Male,Latino,"8219 minor ln  venice, fl",34275,20331,626,,
48171,Kailani,Nyla,Ray,2019-06-27,Female,White,"437 e castle st  palmetto, fl",34221,20341,627,,
48247,Brennan,Jordan,Smith-Huerta,2018-01-24,Male,Latino,"15052 lakeside trail cir sw  oviedo, fl",32765,20373,628,,
48269,Kaylee,Trinity,Hill,2017-10-20,Female,Black,"98 melanie dr  pembroke pines, fl",33026,20380,629,,
48351,Lev,Thomas,Dove,2018-10-18,Male,Black,"671 john muir road  spring hill, fl",34610,20422,630,,
48442,Frederick,Cameron,Rodriguez,2019-06-04,Male,Latino,"5765 heards forest dr  crestview, fl",32539,20452,631,,
48456,Liam,Emmett,Sardone,2017-01-08,Male,White,"107 brown ave  st. petersburg, fl",33704,20458,632,,
48458,Cameron,Nolan,Emerson,2019-02-16,Male,White,"107 brown ave  st. petersburg, fl",33704,20458,633,,
